date,RF,MktRF,SMB,HML,RMW,CMA
1963-07-31,0.0027,-0.0039000000000000003,-0.004699999999999999,-0.0083,0.0066,-0.0115
1963-08-31,0.0025,0.0507,-0.0079,0.0167,0.004,-0.004
1963-09-30,0.0027,-0.015700000000000002,-0.0048,0.0018,-0.0076,0.0024
1963-10-31,0.0029,0.0253,-0.0129,-0.001,0.0275,-0.022400000000000003
1963-11-30,0.0027,-0.0085,-0.0084,0.0171,-0.0045000000000000005,0.0222
1963-12-31,0.0029,0.0183,-0.0189,-0.0012,0.0007000000000000001,-0.003
1964-01-31,0.003,0.022400000000000003,0.0008,0.0159,0.0022,0.015
1964-02-29,0.0026,0.0154,0.0032,0.028300000000000002,0.0006,0.0085
1964-03-31,0.0031,0.0141,0.0141,0.0332,-0.020099999999999996,0.029300000000000003
1964-04-30,0.0029,0.001,-0.0152,-0.0055000000000000005,-0.013500000000000002,-0.0108
1964-05-31,0.0026,0.014199999999999999,-0.0068000000000000005,0.019799999999999998,-0.0026,0.0024
1964-06-30,0.003,0.0127,0.0009,0.0068000000000000005,-0.0042,0.0014000000000000002
1964-07-31,0.003,0.0174,0.0053,0.0068000000000000005,0.0014000000000000002,0.0184
1964-08-31,0.0028000000000000004,-0.0144,0.003,0.0009,0.0006,0.0036
1964-09-30,0.0028000000000000004,0.0269,-0.0031,0.0165,-0.0048,0.0058
1964-10-31,0.0029,0.0059,0.0088,0.011399999999999999,-0.0029,0.0048
1964-11-30,0.0029,0.0,-0.0027,-0.019799999999999998,0.006,-0.0016
1964-12-31,0.0031,0.0003,-0.0058,-0.0255,0.0113,-0.0163
1965-01-31,0.0028000000000000004,0.0354,0.024900000000000002,0.0018,0.0084,0.0011
1965-02-28,0.003,0.0044,0.0331,0.0022,0.004,-0.0069
1965-03-31,0.0036,-0.0134,0.0203,0.0109,-0.003,0.0073
1965-04-30,0.0031,0.0311,0.0118,0.0070999999999999995,0.0026,-0.023
1965-05-31,0.0031,-0.0077,0.0005,-0.0163,-0.0038,0.006999999999999999
1965-06-30,0.0034999999999999996,-0.055099999999999996,-0.043,0.0055000000000000005,0.0012,0.0040999999999999995
1965-07-31,0.0031,0.0143,0.0108,0.0218,-0.0141,-0.0002
1965-08-31,0.0033,0.0273,0.027200000000000002,-0.0096,0.0206,-0.0075
1965-09-30,0.0031,0.0286,0.0062,-0.001,-0.008199999999999999,0.008199999999999999
1965-10-31,0.0031,0.026000000000000002,0.0342,0.0152,0.012199999999999999,-0.0076
1965-11-30,0.0034999999999999996,-0.0003,0.0519,0.0021,-0.0106,-0.009000000000000001
1965-12-31,0.0033,0.0101,0.0264,0.0195,-0.0128,-0.0045000000000000005
1966-01-31,0.0038,0.0072,0.0472,0.0349,-0.028300000000000002,-0.0007000000000000001
1966-02-28,0.0034999999999999996,-0.0121,0.048600000000000004,0.0027,-0.0015,-0.0144
1966-03-31,0.0038,-0.025099999999999997,0.0022,-0.0207,0.013000000000000001,-0.0001
1966-04-30,0.0034000000000000002,0.021400000000000002,0.0336,-0.0054,0.0040999999999999995,-0.0091
1966-05-31,0.0040999999999999995,-0.056600000000000004,-0.0518,-0.0155,0.0166,-0.0152
1966-06-30,0.0038,-0.0144,0.0134,0.005,0.0006,0.008
1966-07-31,0.0034999999999999996,-0.0163,-0.005,0.0096,-0.0045000000000000005,0.0177
1966-08-31,0.0040999999999999995,-0.0791,-0.030299999999999997,0.004699999999999999,0.0005,0.0077
1966-09-30,0.004,-0.0106,-0.0118,0.0053,-0.0165,0.025
1966-10-31,0.0045000000000000005,0.038599999999999995,-0.0653,0.0287,-0.0364,0.042800000000000005
1966-11-30,0.004,0.013999999999999999,0.0337,-0.0446,0.0417,-0.0653
1966-12-31,0.004,0.0013,0.0191,-0.012199999999999999,0.0068000000000000005,-0.0013
1967-01-31,0.0043,0.0815,0.09,0.0222,0.0062,-0.0297
1967-02-28,0.0036,0.0078000000000000005,0.030299999999999997,-0.0217,0.0194,-0.009399999999999999
1967-03-31,0.0039000000000000003,0.039900000000000005,0.019,0.0031,0.009000000000000001,-0.0151
1967-04-30,0.0032,0.038900000000000004,0.0046,-0.0264,0.024300000000000002,-0.0375
1967-05-31,0.0033,-0.0433,0.023700000000000002,0.008,-0.0175,0.0161
1967-06-30,0.0027,0.0241,0.0646,0.0096,-0.0064,-0.0239
1967-07-31,0.0031,0.0458,0.0348,0.0265,0.0051,0.027200000000000002
1967-08-31,0.0031,-0.0089,0.0076,0.0146,0.0042,0.0141
1967-09-30,0.0032,0.0311,0.0246,-0.024700000000000003,0.0022,-0.0095
1967-10-31,0.0039000000000000003,-0.030899999999999997,0.004699999999999999,-0.0339,0.008100000000000001,-0.0255
1967-11-30,0.0036,0.0037,-0.0006,-0.0171,0.0129,-0.0229
1967-12-31,0.0033,0.0305,0.0575,-0.0039000000000000003,-0.0064,0.0003
1968-01-31,0.004,-0.0406,0.044800000000000006,0.0475,-0.0458,0.0645
1968-02-29,0.0039000000000000003,-0.0375,-0.0291,0.011699999999999999,-0.0014000000000000002,0.024900000000000002
1968-03-31,0.0038,0.002,-0.0152,-0.0059,0.011699999999999999,-0.0115
1968-04-30,0.0043,0.09050000000000001,0.0625,-0.0103,0.0279,-0.0366
1968-05-31,0.0045000000000000005,0.022799999999999997,0.0703,0.0084,0.0039000000000000003,-0.0182
1968-06-30,0.0043,0.0069,-0.0026,0.0067,-0.013300000000000001,0.0268
1968-07-31,0.0048,-0.027200000000000002,-0.013300000000000001,0.0548,-0.03,0.0361
1968-08-31,0.0042,0.0134,0.0229,0.01,-0.006,0.004
1968-09-30,0.0043,0.0403,0.0277,0.0023,-0.0203,0.0092
1968-10-31,0.0044,0.0042,-0.0043,0.028900000000000002,-0.013000000000000001,0.0281
1968-11-30,0.0042,0.054299999999999994,0.0241,-0.009000000000000001,0.0046,-0.0252
1968-12-31,0.0043,-0.0394,0.036000000000000004,0.0002,-0.0178,0.0165
1969-01-31,0.0053,-0.0125,-0.0046,0.0169,-0.0154,0.0141
1969-02-28,0.0046,-0.0584,-0.0412,0.0091,0.0217,0.008
1969-03-31,0.0046,0.0264,-0.0040999999999999995,-0.0046,-0.0134,-0.0042
1969-04-30,0.0053,0.0146,-0.008199999999999999,0.0003,0.0038,0.0006
1969-05-31,0.0048,-0.001,-0.0018,0.0073,-0.0097,0.0149
1969-06-30,0.0051,-0.0718,-0.054900000000000004,-0.0109,0.0426,-0.0155
1969-07-31,0.0053,-0.07,-0.0337,0.014199999999999999,0.013999999999999999,0.0197
1969-08-31,0.005,0.046799999999999994,0.0070999999999999995,-0.0387,0.0116,-0.0408
1969-09-30,0.0062,-0.0298,0.0129,-0.0319,0.0342,-0.0083
1969-10-31,0.006,0.0506,0.038900000000000004,-0.0319,0.0001,-0.0203
1969-11-30,0.0052,-0.0379,-0.0241,-0.011200000000000002,0.0144,0.0032
1969-12-31,0.0064,-0.0263,-0.037000000000000005,-0.0302,0.024700000000000003,-0.0204
1970-01-31,0.006,-0.081,0.030899999999999997,0.0304,-0.0177,0.0392
1970-02-28,0.0062,0.0513,-0.0258,0.0404,-0.022799999999999997,0.030600000000000002
1970-03-31,0.005699999999999999,-0.0106,-0.024,0.0425,-0.0087,0.0443
1970-04-30,0.005,-0.11,-0.063,0.064,-0.0064,0.0588
1970-05-31,0.0053,-0.0692,-0.044199999999999996,0.036000000000000004,-0.013000000000000001,0.0362
1970-06-30,0.0058,-0.0579,-0.0217,0.0087,0.0019,0.028999999999999998
1970-07-31,0.0052,0.0693,-0.0069,0.0096,-0.0007000000000000001,0.019
1970-08-31,0.0053,0.0449,0.0154,0.0103,0.005699999999999999,-0.0015
1970-09-30,0.0054,0.0418,0.0849,-0.0558,0.0024,-0.0593
1970-10-31,0.0046,-0.022799999999999997,-0.045,0.0027,0.0183,0.023799999999999998
1970-11-30,0.0046,0.046,-0.04,0.0163,0.0175,0.0159
1970-12-31,0.0042,0.0572,0.0302,0.0101,0.0014000000000000002,0.0028000000000000004
1971-01-31,0.0038,0.0484,0.0754,0.0138,-0.0219,-0.0014000000000000002
1971-02-28,0.0033,0.0141,0.020499999999999997,-0.0129,0.006500000000000001,-0.0072
1971-03-31,0.003,0.041299999999999996,0.0215,-0.0404,0.0197,-0.0269
1971-04-30,0.0028000000000000004,0.0315,-0.0037,0.0072,-0.015600000000000001,0.0072
1971-05-31,0.0029,-0.0398,-0.011699999999999999,-0.0138,0.0146,0.003
1971-06-30,0.0037,-0.001,-0.014499999999999999,-0.0206,0.0152,-0.0174
1971-07-31,0.004,-0.045,-0.0141,0.0017000000000000001,0.0048,0.016200000000000003
1971-08-31,0.004699999999999999,0.0379,-0.0018,0.026699999999999998,-0.0034000000000000002,0.026000000000000002
1971-09-30,0.0037,-0.0085,0.0019,-0.0296,0.0259,-0.015600000000000001
1971-10-31,0.0037,-0.044199999999999996,-0.0165,-0.0043,0.0148,-0.0124
1971-11-30,0.0037,-0.0046,-0.028999999999999998,-0.017,0.0245,-0.0036
1971-12-31,0.0037,0.08710000000000001,0.0327,-0.0034999999999999996,-0.0043,-0.0183
1972-01-31,0.0029,0.024900000000000002,0.0633,0.0199,-0.0148,0.0029
1972-02-29,0.0025,0.0287,0.0095,-0.0276,0.0165,-0.0052
1972-03-31,0.0027,0.0063,-0.0049,-0.0173,0.0158,-0.0019
1972-04-30,0.0029,0.0029,0.0015,0.0023,-0.0059,-0.0089
1972-05-31,0.003,0.0125,-0.0315,-0.0269,0.0233,-0.018500000000000003
1972-06-30,0.0029,-0.024300000000000002,-0.0034999999999999996,-0.025099999999999997,0.0175,-0.0036
1972-07-31,0.0031,-0.008,-0.0274,0.0078000000000000005,0.0108,-0.0059
1972-08-31,0.0029,0.0326,-0.0353,0.046900000000000004,-0.0202,0.029500000000000002
1972-09-30,0.0034000000000000002,-0.011399999999999999,-0.0225,0.004699999999999999,0.0167,-0.019799999999999998
1972-10-31,0.004,0.0052,-0.0253,0.0137,-0.0012,-0.0005
1972-11-30,0.0037,0.046,-0.0053,0.047599999999999996,-0.019799999999999998,0.0335
1972-12-31,0.0037,0.0062,-0.0182,-0.0227,0.026000000000000002,-0.022000000000000002
1973-01-31,0.0044,-0.0329,-0.0279,0.0268,0.004,0.0092
1973-02-28,0.0040999999999999995,-0.048499999999999995,-0.0401,0.017,-0.0034000000000000002,-0.0001
1973-03-31,0.0046,-0.013000000000000001,-0.0231,0.0278,-0.010700000000000001,0.0073
1973-04-30,0.0052,-0.056799999999999996,-0.03,0.056900000000000006,-0.0163,0.0271
1973-05-31,0.0051,-0.0294,-0.059800000000000006,0.0021,0.0202,-0.0179
1973-06-30,0.0051,-0.015600000000000001,-0.0254,0.0144,-0.0027,0.0022
1973-07-31,0.0064,0.050499999999999996,0.0726,-0.0535,-0.001,-0.0346
1973-08-31,0.006999999999999999,-0.0382,-0.0175,0.0113,-0.013600000000000001,0.012
1973-09-30,0.0068000000000000005,0.0475,0.0354,0.0219,-0.023,0.0182
1973-10-31,0.006500000000000001,-0.0083,-0.0027,0.0175,-0.0194,0.0259
1973-11-30,0.005600000000000001,-0.1275,-0.0726,0.0409,-0.0271,0.015
1973-12-31,0.0064,0.0060999999999999995,-0.046,0.040999999999999995,-0.027999999999999997,0.023
1974-01-31,0.0063,-0.0017000000000000001,0.1041,0.059800000000000006,-0.0301,0.0446
1974-02-28,0.0058,-0.004699999999999999,0.0016,0.0256,-0.019299999999999998,0.026699999999999998
1974-03-31,0.005600000000000001,-0.0281,0.0264,-0.0011,0.0282,0.0036
1974-04-30,0.0075,-0.0529,-0.0063,0.0103,0.0286,0.0184
1974-05-31,0.0075,-0.046799999999999994,-0.0316,-0.0207,0.0508,-0.0001
1974-06-30,0.006,-0.028300000000000002,-0.0002,0.0077,0.0062,0.0305
1974-07-31,0.006999999999999999,-0.0805,0.0199,0.051399999999999994,-0.0326,0.0458
1974-08-31,0.006,-0.0935,0.003,0.025,-0.0026,0.0255
1974-09-30,0.008100000000000001,-0.1177,0.0146,0.054900000000000004,-0.042800000000000005,0.0591
1974-10-31,0.0051,0.161,-0.06849999999999999,-0.0999,-0.0003,-0.0294
1974-11-30,0.0054,-0.0451,-0.0144,-0.0016,-0.0339,0.029500000000000002
1974-12-31,0.006999999999999999,-0.0345,-0.0436,0.0,-0.006500000000000001,0.0323
1975-01-31,0.0058,0.1366,0.12789999999999999,0.08439999999999999,-0.0089,-0.0086
1975-02-28,0.0043,0.0556,-0.006500000000000001,-0.045599999999999995,0.0115,-0.021400000000000002
1975-03-31,0.0040999999999999995,0.026600000000000002,0.0398,0.024900000000000002,0.0123,-0.0125
1975-04-30,0.0044,0.042300000000000004,-0.0059,-0.0111,0.0137,-0.013500000000000002
1975-05-31,0.0044,0.0519,0.028900000000000002,-0.04019999999999999,-0.0105,-0.0060999999999999995
1975-06-30,0.0040999999999999995,0.0483,0.0132,0.0132,-0.0262,0.010700000000000001
1975-07-31,0.0048,-0.0659,0.0342,0.017,0.0043,0.011899999999999999
1975-08-31,0.0048,-0.0285,-0.0279,-0.009000000000000001,0.0103,-0.0089
1975-09-30,0.0053,-0.0426,0.0002,0.0034000000000000002,0.0053,0.005
1975-10-31,0.005600000000000001,0.053099999999999994,-0.042300000000000004,0.003,-0.0046,0.0227
1975-11-30,0.0040999999999999995,0.0264,-0.010700000000000001,0.0199,-0.0062,0.0171
1975-12-31,0.0048,-0.016,-0.0003,0.0175,-0.0012,0.006
1976-01-31,0.004699999999999999,0.1216,0.0635,0.0858,-0.019,0.0236
1976-02-29,0.0034000000000000002,0.0032,0.0797,0.057800000000000004,-0.0258,0.0384
1976-03-31,0.004,0.0232,-0.0134,-0.0004,-0.0038,0.0109
1976-04-30,0.0042,-0.0149,0.0014000000000000002,-0.0006,0.0039000000000000003,-0.011000000000000001
1976-05-31,0.0037,-0.0134,-0.011200000000000002,-0.0132,0.024700000000000003,-0.014199999999999999
1976-06-30,0.0043,0.0405,-0.0113,0.0068000000000000005,-0.0059,0.009300000000000001
1976-07-31,0.004699999999999999,-0.010700000000000001,0.0062,0.0174,-0.0109,0.0029
1976-08-31,0.0042,-0.005600000000000001,-0.0203,0.0079,-0.0046,-0.0059
1976-09-30,0.0044,0.0207,0.0012,-0.0029,0.009899999999999999,-0.011399999999999999
1976-10-31,0.0040999999999999995,-0.0242,0.0016,-0.0012,-0.0022,-0.0032
1976-11-30,0.004,0.0036,0.026600000000000002,0.0152,-0.0139,0.0007000000000000001
1976-12-31,0.004,0.0565,0.036000000000000004,0.022099999999999998,-0.0062,0.0223
1977-01-31,0.0036,-0.0405,0.059000000000000004,0.0426,-0.0053,0.019299999999999998
1977-02-28,0.0034999999999999996,-0.0194,0.0111,0.005,-0.0013,-0.0019
1977-03-31,0.0038,-0.0137,0.0129,0.0102,-0.0032,-0.0009
1977-04-30,0.0038,0.0015,0.0060999999999999995,0.0347,-0.020499999999999997,0.011399999999999999
1977-05-31,0.0037,-0.014499999999999999,0.0128,0.0084,0.0033,0.0011
1977-06-30,0.004,0.0471,0.0207,-0.0064,0.0088,-0.012199999999999999
1977-07-31,0.0042,-0.0169,0.0182,-0.0059,0.0083,0.0001
1977-08-31,0.0044,-0.0175,0.0089,-0.0279,0.0096,-0.0062
1977-09-30,0.0043,-0.0027,0.015600000000000001,-0.0049,0.0123,-0.0084
1977-10-31,0.0049,-0.0438,0.015,0.0172,-0.003,-0.0046
1977-11-30,0.005,0.04,0.0362,0.0031,-0.0005,0.006500000000000001
1977-12-31,0.0049,0.0027,0.016,-0.0037,0.009399999999999999,-0.006500000000000001
1978-01-31,0.0049,-0.0601,0.0269,0.0331,-0.0167,0.015300000000000001
1978-02-28,0.0046,-0.0138,0.036699999999999997,0.0076,0.0036,0.0104
1978-03-31,0.0053,0.0285,0.037200000000000004,0.012,-0.006,0.018799999999999997
1978-04-30,0.0054,0.0788,-0.0031,-0.0354,0.0282,-0.013500000000000002
1978-05-31,0.0051,0.0176,0.045599999999999995,-0.0062,0.0027,0.0036
1978-06-30,0.0054,-0.0169,0.0159,0.0059,-0.0144,-0.0002
1978-07-31,0.005600000000000001,0.051100000000000007,0.0015,-0.0111,0.0158,-0.0078000000000000005
1978-08-31,0.005600000000000001,0.0375,0.0493,-0.0046,0.0139,0.0042
1978-09-30,0.0062,-0.0143,-0.0028000000000000004,0.0187,-0.0068000000000000005,0.018000000000000002
1978-10-31,0.0068000000000000005,-0.1191,-0.1005,0.013600000000000001,0.0017000000000000001,0.0103
1978-11-30,0.006999999999999999,0.0271,0.0285,-0.0222,0.0109,-0.0121
1978-12-31,0.0078000000000000005,0.0088,0.010700000000000001,-0.0219,0.0196,-0.0138
1979-01-31,0.0077,0.042300000000000004,0.0384,0.0227,-0.025,0.015700000000000002
1979-02-28,0.0073,-0.0356,0.0055000000000000005,0.012,-0.011399999999999999,0.0104
1979-03-31,0.008100000000000001,0.056799999999999996,0.0316,-0.0067,0.0062,0.0028000000000000004
1979-04-30,0.008,-0.0006,0.024,0.0105,0.0105,0.0021
1979-05-31,0.008199999999999999,-0.022099999999999998,0.0015,0.0132,-0.0139,-0.0034999999999999996
1979-06-30,0.008100000000000001,0.0385,0.009899999999999999,0.0148,-0.0161,-0.0045000000000000005
1979-07-31,0.0077,0.008199999999999999,0.0124,0.017,-0.002,0.0059
1979-08-31,0.0077,0.0553,0.0197,-0.0155,0.0158,-0.014499999999999999
1979-09-30,0.0083,-0.008199999999999999,-0.0027,-0.0087,0.0102,0.0054
1979-10-31,0.0087,-0.081,-0.0346,-0.018600000000000002,0.0104,0.0024
1979-11-30,0.009899999999999999,0.0521,0.024399999999999998,-0.0325,0.0011,-0.02
1979-12-31,0.0095,0.0179,0.0434,-0.019799999999999998,-0.0067,-0.0101
1980-01-31,0.008,0.055099999999999996,0.019,0.018000000000000002,-0.0167,0.020099999999999996
1980-02-29,0.0089,-0.012199999999999999,-0.0149,0.0062,0.0011,0.030299999999999997
1980-03-31,0.0121,-0.129,-0.0697,-0.0106,0.0138,-0.0134
1980-04-30,0.0126,0.0397,0.01,0.0106,-0.0209,0.0054
1980-05-31,0.008100000000000001,0.0526,0.021,0.0039000000000000003,0.0031,-0.004699999999999999
1980-06-30,0.0060999999999999995,0.030600000000000002,0.0147,-0.0089,-0.0009,-0.0095
1980-07-31,0.0053,0.0649,0.0393,-0.063,0.0394,-0.0246
1980-08-31,0.0064,0.018000000000000002,0.0426,-0.0264,0.021,-0.008
1980-09-30,0.0075,0.0219,0.0058,-0.0479,0.0203,-0.0281
1980-10-31,0.0095,0.0106,0.0233,-0.0274,0.0167,-0.012199999999999999
1980-11-30,0.0096,0.0959,-0.034,-0.08349999999999999,0.0453,-0.0574
1980-12-31,0.0131,-0.0452,-0.0031,0.0268,-0.0125,0.0118
1981-01-31,0.0104,-0.0504,0.0337,0.0684,-0.0354,0.0435
1981-02-28,0.010700000000000001,0.005699999999999999,-0.0049,0.0097,0.0019,0.0225
1981-03-31,0.0121,0.0356,0.0308,0.0067,-0.023399999999999997,-0.0053
1981-04-30,0.0108,-0.021099999999999997,0.046,0.0226,0.008199999999999999,0.012
1981-05-31,0.0115,0.0011,0.0245,-0.0043,0.0033,-0.016
1981-06-30,0.013500000000000002,-0.0236,-0.0097,0.0513,-0.013500000000000002,0.0268
1981-07-31,0.0124,-0.0154,-0.0197,-0.0066,0.0108,-0.0304
1981-08-31,0.0128,-0.0704,-0.0181,0.0484,-0.0025,0.0146
1981-09-30,0.0124,-0.0717,-0.024900000000000002,0.052000000000000005,-0.0002,0.0279
1981-10-31,0.0121,0.0492,0.022400000000000003,-0.0421,0.0329,-0.0276
1981-11-30,0.010700000000000001,0.0336,-0.0138,0.019,0.001,0.0063
1981-12-31,0.0087,-0.0365,0.011899999999999999,0.0074,0.0019,0.0241
1982-01-31,0.008,-0.032400000000000005,-0.0118,0.0317,-0.0152,0.0208
1982-02-28,0.0092,-0.058600000000000006,0.0037,0.061,-0.0338,0.045700000000000005
1982-03-31,0.0098,-0.0187,0.0,0.0378,-0.0144,0.023700000000000002
1982-04-30,0.0113,0.0327,0.0115,-0.0278,0.0151,-0.0015
1982-05-31,0.0106,-0.039900000000000005,0.005600000000000001,0.0181,0.0091,-0.0009
1982-06-30,0.0096,-0.030899999999999997,-0.0051,0.0154,0.0003,0.027200000000000002
1982-07-31,0.0105,-0.0319,0.0095,0.0015,0.0103,0.0154
1982-08-31,0.0076,0.1114,-0.0429,0.0116,-0.0196,0.0018
1982-09-30,0.0051,0.0129,0.025699999999999997,0.0034000000000000002,0.0212,-0.0004
1982-10-31,0.0059,0.113,0.0192,-0.0368,0.003,-0.0037
1982-11-30,0.0063,0.0467,0.0453,-0.0196,-0.0105,0.0032
1982-12-31,0.0067,0.0055000000000000005,-0.0001,0.0001,-0.0007000000000000001,0.0103
1983-01-31,0.0069,0.036000000000000004,0.032799999999999996,-0.0086,-0.015,-0.0046
1983-02-28,0.0062,0.0259,0.028999999999999998,0.0067,-0.005699999999999999,0.0102
1983-03-31,0.0063,0.0282,0.014199999999999999,0.0207,-0.0007000000000000001,0.0281
1983-04-30,0.0070999999999999995,0.0667,0.0049,0.006,-0.0016,0.016
1983-05-31,0.0069,0.0052,0.0622,-0.013999999999999999,-0.018500000000000003,-0.015300000000000001
1983-06-30,0.0067,0.030699999999999998,0.0115,-0.0387,0.0252,-0.0089
1983-07-31,0.0074,-0.0407,0.0098,0.0562,-0.0003,0.028399999999999998
1983-08-31,0.0076,-0.005,-0.0434,0.0555,0.0045000000000000005,0.0195
1983-09-30,0.0076,0.0091,0.0025,0.0109,0.0121,0.0059
1983-10-31,0.0076,-0.0344,-0.0382,0.0506,-0.008100000000000001,0.0297
1983-11-30,0.006999999999999999,0.0216,0.018799999999999997,-0.0062,-0.0048,0.0064
1983-12-31,0.0073,-0.0178,-0.004699999999999999,0.0167,0.0159,0.0121
1984-01-31,0.0076,-0.0192,-0.0007000000000000001,0.07629999999999999,-0.009300000000000001,0.03
1984-02-29,0.0070999999999999995,-0.0482,-0.016200000000000003,0.0336,0.008199999999999999,0.015700000000000002
1984-03-31,0.0073,0.0063,-0.0028000000000000004,0.0048,-0.009300000000000001,0.0109
